Sample,X,Y,Z
602,0.0876,-0.0754,-1.0344
603,0.0750,-0.0852,-1.0334
604,0.0842,-0.0720,-1.0190
605,0.0869,-0.0898,-1.0286
606,0.0793,-0.0769,-1.0298
607,0.0757,-0.0659,-1.0298
608,0.0808,-0.0815,-1.0344
609,0.0864,-0.0955,-1.0386
610,0.0825,-0.0928,-1.0239
611,0.0835,-0.1069,-1.0366
612,0.0808,-0.0969,-1.0334
613,0.0847,-0.0923,-1.0327
614,0.0823,-0.0925,-1.0383
615,0.0774,-0.0840,-1.0334
616,0.0847,-0.1057,-1.0278
617,0.0874,-0.0913,-1.0334
618,0.0830,-0.0913,-1.0327
619,0.0703,-0.0979,-1.0315
620,0.0820,-0.0752,-1.0298
621,0.0793,-0.1138,-1.0376
622,0.0789,-0.1079,-1.0247
623,0.0830,-0.0923,-1.0344
624,0.0894,-0.1030,-1.0337
625,0.0774,-0.0930,-1.0239
626,0.0808,-0.0745,-1.0276
627,0.0913,-0.1006,-1.0415
628,0.0745,-0.1028,-1.0256
629,0.0757,-0.0938,-1.0229
630,0.0908,-0.0933,-1.0325
631,0.0769,-0.1050,-1.0325
632,0.0813,-0.1108,-1.0356
633,0.0928,-0.0940,-1.0327
634,0.0786,-0.1108,-1.0308
635,0.0798,-0.0950,-1.0315
636,0.0901,-0.1047,-1.0344
637,0.0818,-0.1050,-1.0278
638,0.0715,-0.0972,-1.0266
639,0.0903,-0.0876,-1.0354
640,0.0779,-0.1028,-1.0344
641,0.0710,-0.0894,-1.0286
642,0.0825,-0.0972,-1.0347
643,0.0820,-0.1042,-1.0295
644,0.0813,-0.1008,-1.0305
645,0.0857,-0.1003,-1.0278
646,0.0793,-0.0979,-1.0383
647,0.0776,-0.1008,-1.0288
648,0.0779,-0.0916,-1.0305
649,0.0823,-0.0928,-1.0247
650,0.0908,-0.0962,-1.0386
651,0.0825,-0.1035,-1.0364
652,0.0815,-0.0884,-1.0288
653,0.0837,-0.0894,-1.0325
654,0.0842,-0.0991,-1.0327
655,0.0823,-0.0950,-1.0364
656,0.0837,-0.0930,-1.0315
657,0.0820,-0.0889,-1.0227
658,0.0911,-0.0881,-1.0327
659,0.0906,-0.0854,-1.0347
660,0.0701,-0.0911,-1.0208
661,0.0789,-0.0793,-1.0366
662,0.0942,-0.0854,-1.0356
663,0.0808,-0.0955,-1.0237
664,0.0771,-0.0759,-1.0327
665,0.0906,-0.0854,-1.0386
666,0.0762,-0.0757,-1.0259
667,0.0823,-0.0759,-1.0208
668,0.0925,-0.0791,-1.0298
669,0.0825,-0.0969,-1.0396
670,0.0801,-0.0842,-1.0325
671,0.0847,-0.0757,-1.0298
672,0.0820,-0.0828,-1.0366
673,0.0864,-0.0720,-1.0356
674,0.0864,-0.0903,-1.0317
675,0.0828,-0.0737,-1.0286
676,0.0896,-0.0686,-1.0364
677,0.0791,-0.0847,-1.0334
678,0.0825,-0.0676,-1.0298
679,0.0911,-0.0698,-1.0295
680,0.0820,-0.0842,-1.0337
681,0.0776,-0.0781,-1.0317
682,0.0906,-0.0732,-1.0334
683,0.0947,-0.0779,-1.0366
684,0.0840,-0.0815,-1.0366
685,0.0708,-0.0676,-1.0276
686,0.0918,-0.0669,-1.0386
687,0.0869,-0.0833,-1.0386
688,0.0852,-0.0764,-1.0237
689,0.0872,-0.0588,-1.0403
690,0.0920,-0.0791,-1.0305
691,0.0757,-0.0769,-1.0337
692,0.0906,-0.0649,-1.0325
693,0.0811,-0.0796,-1.0325
694,0.0825,-0.0837,-1.0288
695,0.0818,-0.0720,-1.0422
696,0.0859,-0.0657,-1.0305
697,0.0835,-0.0874,-1.0396
698,0.0852,-0.0706,-1.0305
699,0.0833,-0.0742,-1.0374
700,0.0872,-0.0698,-1.0298
701,0.0793,-0.0835,-1.0386
702,0.0757,-0.0750,-1.0269
703,0.0874,-0.0764,-1.0403
704,0.0876,-0.0747,-1.0210
705,0.0842,-0.0767,-1.0403
706,0.0845,-0.0781,-1.0278
707,0.0864,-0.0793,-1.0344
708,0.0842,-0.0771,-1.0288
709,0.0876,-0.0657,-1.0327
710,0.0837,-0.0935,-1.0315
711,0.0908,-0.0623,-1.0327
712,0.0889,-0.0933,-1.0327
713,0.0815,-0.0896,-1.0298
714,0.0918,-0.0620,-1.0288
715,0.0784,-0.0859,-1.0327
716,0.0796,-0.0847,-1.0344
717,0.0847,-0.0686,-1.0266
718,0.0879,-0.0894,-1.0356
719,0.0728,-0.0930,-1.0364
720,0.0830,-0.0718,-1.0200
721,0.0864,-0.0935,-1.0354
722,0.0735,-0.0811,-1.0298
723,0.0837,-0.0813,-1.0317
724,0.0854,-0.0837,-1.0317
725,0.0735,-0.0762,-1.0315
726,0.0786,-0.1001,-1.0227
727,0.0933,-0.0757,-1.0327
728,0.0811,-0.0789,-1.0356
729,0.0786,-0.0957,-1.0315
730,0.0837,-0.0920,-1.0325
731,0.0793,-0.0854,-1.0266
732,0.0784,-0.0930,-1.0237
733,0.0894,-0.0801,-1.0396
734,0.0840,-0.1074,-1.0347
735,0.0681,-0.0681,-1.0227
736,0.0779,-0.0784,-1.0337
